"account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
"2102",1996-08-05,"monthly","Usti nad Labem",1,1,NA,NA,NA,NA,NA,"F",5662,1835,65,50846,500
"2103",1997-02-01,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",2211,1482,50,32467,1100
"2104",1996-06-12,"monthly","Rychnov nad Kneznou",1,1,NA,NA,NA,NA,NA,"F",6927,6927,66,56665,900
"2105",1996-03-09,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",1546,1546,69,30017,4718
"2106",1996-02-01,"monthly","Hl.m. Praha",1,0,101520,8460,12,"expired","F","T",8460,3468,72,44042,400
"2107",1996-11-09,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",6395,663,59,53630,300
"2108",1996-07-06,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",5974,5974,63,65007,1000
"2109",1996-02-02,"monthly","Chomutov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,55,103989,600
"2110",1993-02-23,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",2050,2050,137,32058,600
"2111",1995-01-25,"weekly","Havlickuv Brod",1,0,NA,NA,NA,NA,NA,"F",4619.9,4619.9,132,132229,300
"2112",1996-07-12,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",4788,4788,68,56828,300
"2113",1996-08-28,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",NA,NA,58,55295,300
"2114",1996-08-11,"monthly","Sokolov",1,0,NA,NA,NA,NA,NA,"F",5102,1742,63,47296,600
"2115",1996-12-05,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",1940,1940,51,19151,600
"2116",1996-05-02,"monthly","Karvina",1,0,92400,7700,12,"expired","F","T",7699.8,1307,77,131664,1000
"2117",1996-08-07,"monthly","Rychnov nad Kneznou",1,1,NA,NA,NA,NA,NA,"F",7786,7786,62,54105,900
"2118",1997-05-11,"monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,NA,"F",9871,9871,41,71842,300
"2119",1995-09-21,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",5688,5688,94,61870,500
"2121",1994-12-05,"monthly","Zlin",1,1,NA,NA,NA,NA,NA,"F",3382,2625,99,79827,1000
"2122",1993-01-08,"monthly","Frydek - Mistek",1,1,NA,NA,NA,NA,NA,"F",7663,7663,191,176243,300
"2123",1993-07-26,"monthly","Zlin",2,0,NA,NA,NA,NA,NA,"F",2141,2141,127,20814,900
"2124",1993-02-20,"monthly","Jesenik",2,1,NA,NA,NA,NA,NA,"F",5207,287,142,108250,500
"2125",1997-11-20,"weekly","Hradec Kralove",1,1,NA,NA,NA,NA,NA,"F",3225,3225,33,123826,600
"2126",1997-02-09,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",NA,NA,48,128144,900
"2127",1997-05-09,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1995,1995,44,29293,400
"2128",1993-12-10,"monthly","Domazlice",1,1,NA,NA,NA,NA,NA,"F",3601,3601,123,27870,5424
"2130",1996-11-04,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",NA,NA,55,152383,200
"2131",1996-07-11,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",2560,957,61,49789,900
"2132",1993-10-08,"monthly","Sumperk",1,0,NA,NA,NA,NA,NA,"F",NA,NA,128,77597,700
"2133",1997-10-07,"monthly","Praha - zapad",2,1,NA,NA,NA,NA,NA,"F",2143,2143,31,23700,500
"2134",1996-08-06,"monthly","Usti nad Orlici",1,0,22932,637,36,"current","F","T",3118,637,60,63757,300
"2135",1997-06-17,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",4101,2740,44,40276,300
"2136",1997-10-02,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,32,58405,600
"2137",1993-08-17,"after every transaction","Kladno",1,1,NA,NA,NA,NA,NA,"F",1958.7,1958.7,140,73628,600
"2138",1997-08-11,"monthly","Prerov",1,1,NA,NA,NA,NA,NA,"F",9788,9788,35,80054,400
"2139",1995-06-09,"monthly","Mlada Boleslav",2,0,NA,NA,NA,NA,NA,"F",6275,2154,93,82190,900
"2140",1993-10-21,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",2318,2318,156,46800,600
"2141",1997-05-09,"monthly","Tabor",1,1,NA,NA,NA,NA,NA,"F",5796,5796,42,84430,900
"2142",1997-09-01,"monthly","Havlickuv Brod",2,0,23328,1944,12,"current","F","T",9768,1944,36,68151,1000
"2143",1996-01-13,"monthly","Hl.m. Praha",2,0,71460,1985,36,"current","F","T",7264,1985,72,76403,700
"2144",1995-07-21,"after every transaction","Brno - venkov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,91,134758,-3995
"2146",1993-06-05,"monthly","Tachov",1,1,NA,NA,NA,NA,NA,"F",3230,2400,135,70786,200
"2147",1996-07-10,"monthly","Plzen - sever",2,0,NA,NA,NA,NA,NA,"F",2965,1341,62,32566,1000
"2148",1995-09-22,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2301,69,84,26205,300
"2149",1996-08-11,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",2536,2536,54,30098,600
"2150",1993-09-12,"monthly","Litomerice",2,0,NA,NA,NA,NA,NA,"F",2019,2019,129,21499,900
"2151",1995-02-08,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",5286,223,107,45664,400
"2152",1997-10-23,"monthly","Domazlice",2,0,NA,NA,NA,NA,NA,"F",3191,3191,25,28964,1100
"2153",1996-01-07,"weekly","Tachov",1,0,61560,5130,12,"expired","F","T",10303,1737,73,80325,200
"2154",1994-04-21,"monthly","Vyskov",1,1,NA,NA,NA,NA,NA,"F",2126,2126,109,23190,200
"2155",1994-06-08,"monthly","Jihlava",1,1,NA,NA,NA,NA,NA,"F",1534,735,124,31785,600
"2156",1996-09-11,"monthly","Hl.m. Praha",2,1,NA,NA,NA,NA,NA,"F",9921,9921,56,71822,1100
"2157",1995-11-08,"monthly","Vsetin",1,1,NA,NA,NA,NA,NA,"F",9094,9094,81,51480,600
"2158",1997-03-29,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",NA,NA,52,81789,1000
"2159",1996-01-01,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",7601,1118,74,82381,600
"2160",1996-11-10,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",6084,6084,61,46205,200
"2161",1993-12-30,"weekly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",2770,1068,114,83288,700
"2162",1997-11-21,"monthly","Svitavy",2,0,NA,NA,NA,NA,NA,"F",8468,8468,34,105472,13409
"2163",1995-01-05,"monthly","Pelhrimov",1,0,NA,NA,NA,NA,NA,"F",2791,2403,98,67528,1000
"2164",1996-09-12,"monthly","Vyskov",2,1,NA,NA,NA,NA,NA,"F",7552,7552,55,86792,1000
"2165",1997-04-08,"monthly","Trutnov",1,0,78600,3275,24,"current","F","T",12493,3274.8,52,67336,800
"2166",1997-04-12,"monthly","Novy Jicin",1,0,NA,NA,NA,NA,NA,"F",5263,262,43,46814,800
"2167",1993-08-08,"monthly","Jindrichuv Hradec",1,0,170256,7094,24,"expired","F","T",7094,5922,133,109497,200
"2169",1997-07-09,"monthly","Hodonin",1,0,NA,NA,NA,NA,NA,"F",6235,875,38,69703,14991
"2170",1994-05-19,"after every transaction","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",6011,1468,124,161231,600
"2172",1997-09-02,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3413,3413,33,28784,1100
"2173",1997-05-02,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",1951,1951,41,34442,900
"2174",1997-10-24,"monthly","Pisek",2,0,NA,NA,NA,NA,NA,"F",4367,4367,24,85841,400
"2175",1993-04-27,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",NA,NA,171,146487,-2402
"2176",1993-06-06,"monthly","Bruntal",1,0,299088,8308,36,"expired","F","T",8307.8,1085,148,193910,-4986
"2177",1993-01-04,"monthly","Uherske Hradiste",1,1,NA,NA,NA,NA,NA,"F",3168,3168,145,40163,800
"2178",1995-05-15,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",7959,7959,87,90129,1100
"2179",1994-01-14,"weekly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3650,78,120,147190,700
"2180",1993-10-27,"monthly","Jicin",2,0,NA,NA,NA,NA,NA,"F",NA,NA,23,26600,400
"2182",1997-07-12,"monthly","Domazlice",1,0,NA,NA,NA,NA,NA,"F",5262,5262,44,52587,300
"2183",1997-07-17,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,37,66375,500
"2184",1997-05-07,"monthly","Kutna Hora",1,1,NA,NA,NA,NA,NA,"F",3165,3165,42,66077,700
"2185",1995-01-18,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",2004,2004,91,40766,900
"2186",1993-07-07,"monthly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",2283,2283,133,34439,1000
"2187",1996-02-26,"weekly","Nymburk",2,0,53472,4456,12,"expired","F","T",4456,4456,94,172963,300
"2189",1993-04-22,"monthly","Prerov",2,0,NA,NA,NA,NA,NA,"F",2803,704,138,85188,700
"2190",1996-06-04,"weekly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",3649,1490,80,130735,800
"2191",1996-08-08,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",6762,6762,60,48417,11299
"2192",1996-03-22,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",5743,7,68,68746,800
"2193",1996-11-03,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",3424,3424,62,34083,200
"2194",1997-02-25,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",9386,9386,46,71730,400
"2195",1994-10-08,"monthly","Opava",1,0,NA,NA,NA,NA,NA,"F",NA,NA,105,118374,800
"2196",1997-07-24,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",2160,2160,31,30119,500
"2197",1997-07-26,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",8524,8524,42,67902,900
"2199",1993-08-04,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1830,668,159,32714,1100
"2200",1997-06-26,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",397,397,38,60754,1100
"2201",1993-10-05,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",1357,348,127,23520,300
"2203",1995-04-04,"monthly","Pardubice",1,1,NA,NA,NA,NA,NA,"F",2320,2320,91,37505,800
"2204",1997-07-20,"monthly","Nymburk",2,0,NA,NA,NA,NA,NA,"F",3954,3954,46,37446,700
"2205",1996-04-13,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",3042,3042,61,29900,1100
"2206",1995-08-10,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",3930,3930,109,59166,1000
"2207",1996-01-25,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",NA,NA,72,81760,200
"2208",1997-07-02,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",2126,2126,37,18206,1100
"2209",1996-08-15,"monthly","Znojmo",2,0,NA,NA,NA,NA,NA,"F",5887,1418,89,141692,900
"2210",1996-08-13,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",2553,2553,59,50963,5777
"2211",1997-11-10,"after every transaction","Trebic",1,0,NA,NA,NA,NA,NA,"F",7863,7863,27,109057,300
"2212",1996-02-12,"monthly","Decin",2,0,NA,NA,NA,NA,NA,"F",3206,3206,71,32879,800
"2213",1993-07-11,"monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,NA,"F",6273,6273,158,44743,700
"2214",1996-01-27,"monthly","Jicin",2,1,NA,NA,NA,NA,NA,"F",948,948,74,62908,400
"2215",1997-10-17,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",2348,2348,27,41646,1000
"2216",1993-04-17,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",5184,4705,182,150481,900
"2217",1996-01-27,"monthly","Opava",1,0,NA,NA,NA,NA,NA,"F",NA,NA,19,30400,900
"2218",1994-11-21,"monthly","Prachatice",2,0,182040,3034,60,"current","F","T",3034,3034,102,132798,600
"2219",1993-03-11,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",4103.8,4103.8,221,156205,400
"2220",1993-02-10,"monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,NA,"F",2783,2783,137,35298,1100
"2221",1997-11-15,"monthly","Jihlava",1,0,NA,NA,NA,NA,NA,"F",1455,719,23,18263,200
"2222",1993-05-01,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",4103.8,4103.8,149,143734,200
"2223",1996-01-05,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",2930,2930,73,23370,700
"2224",1997-03-08,"after every transaction","Nachod",1,0,NA,NA,NA,NA,NA,"F",2324.2,2324.2,45,89158,400
"2225",1996-01-24,"monthly","Cesky Krumlov",2,0,NA,NA,NA,NA,NA,"F",1946,1946,67,26581,1000
"2226",1996-02-17,"monthly","Benesov",2,1,NA,NA,NA,NA,NA,"F",8042,40,72,65765,1100
"2227",1994-05-22,"weekly","Tachov",2,0,92976,3874,24,"expired","F","T",13386,3873.7,173,151021,300
"2228",1994-03-19,"monthly","Chomutov",1,0,185952,3874,48,"current","F","T",4625,3873.7,128,145318,700
"2229",1997-01-27,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",9605,9605,50,59142,1000
"2230",1996-02-11,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",2612,2612,65,40114,200
"2231",1997-10-14,"monthly","Benesov",1,0,NA,NA,NA,NA,NA,"F",2181,1431,33,27973,600
"2232",1996-05-07,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",4916,4916,82,68757,900
"2233",1996-01-03,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",2028,2028,73,44378,400
"2234",1996-11-21,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",1247,59,47,33524,600
"2235",1995-10-22,"monthly","Jicin",1,1,NA,NA,NA,NA,NA,"F",3730,3730,78,58457,800
"2236",1995-08-27,"monthly","Opava",1,0,139464,3874,36,"current","T","T",3873.7,3873.7,68,70195,-5608
"2237",1995-12-13,"monthly","Plzen - mesto",1,0,NA,NA,NA,NA,NA,"F",4876,891,75,74383,1100
"2239",1995-01-05,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",7355,405,103,82429,900
"2240",1996-10-07,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",2324.2,2324.2,69,135704,800
"2241",1993-02-08,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",6545,16,163,78909,200
"2242",1993-02-25,"weekly","Melnik",1,0,NA,NA,NA,NA,NA,"F",5538,5538,141,126832,300
"2243",1996-01-24,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",3890,547,74,61219,200
"2244",1995-07-19,"monthly","Nachod",2,0,NA,NA,NA,NA,NA,"F",1690,1690,80,43775,200
"2245",1993-03-30,"monthly","Rokycany",1,0,347952,7249,48,"current","F","T",7248.8,7248.8,169,162028,300
"2246",1996-04-25,"monthly","Hl.m. Praha",1,0,415800,6930,60,"current","F","T",6930,6930,81,140706,700
"2247",1996-04-13,"monthly","Karlovy Vary",1,0,72504,3021,24,"current","F","T",3021,592,72,145620,600
"2250",1993-11-02,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",4182,4182,127,92031,800
"2252",1996-10-05,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",1469,637,55,25780,700
"2253",1993-07-24,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",2944,2944,127,44418,300
"2254",1996-04-17,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",8879,1488,91,134473,200
"2255",1995-10-14,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",2084,2084,73,23340,1100
"2256",1993-02-06,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",3152,3152,143,27539,700
"2257",1993-12-21,"monthly","Hodonin",1,0,NA,NA,NA,NA,NA,"F",2005,2005,117,28220,500
"2258",1996-11-12,"monthly","Beroun",2,0,NA,NA,NA,NA,NA,"F",2202,2202,48,50419,600
"2259",1994-05-14,"monthly","Zlin",1,1,NA,NA,NA,NA,NA,"F",2520,2520,107,28283,600
"2260",1994-06-07,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,105,42323,-16447
"2261",1996-12-27,"weekly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,43,79111,-4323
"2262",1997-02-08,"monthly","Rakovnik",1,0,230220,6395,36,"current","F","T",6395,6395,69,141146,200
"2263",1996-03-12,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",7927,7927,71,97015,400
"2264",1996-11-22,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",1810,1810,47,36178,1000
"2265",1995-08-03,"monthly","Znojmo",1,1,NA,NA,NA,NA,NA,"F",NA,NA,107,147060,700
"2266",1996-07-19,"monthly","Svitavy",2,0,NA,NA,NA,NA,NA,"F",NA,NA,60,74823,600
"2267",1994-09-20,"weekly","Brno - mesto",1,1,NA,NA,NA,NA,NA,"F",3143,3143,103,136197,900
"2268",1995-02-11,"monthly","Hl.m. Praha",1,1,20196,561,36,"current","F","T",5742,561,93,82259,200
"2269",1993-11-04,"monthly","Kutna Hora",2,0,NA,NA,NA,NA,NA,"F",4581,512,137,47570,1100
"2270",1997-03-08,"monthly","Ceske Budejovice",2,0,NA,NA,NA,NA,NA,"F",3604,3604,40,32892,600
"2271",1993-11-13,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",2032,2032,119,26293,600
"2272",1997-10-08,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",3986,3986,32,36586,200
"2274",1996-01-21,"monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",NA,NA,98,81300,300
"2275",1996-09-16,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",6531,6531,56,54498,200
"2276",1993-10-22,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",1615,1615,121,53576,400
"2278",1996-08-03,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",7377,1145,61,61739,500
"2279",1996-10-30,"weekly","Benesov",1,0,314688,6556,48,"current","F","T",6556.3,6556.3,54,102148,600
"2280",1995-08-17,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",6841,6841,85,66026,200
"2281",1995-07-13,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5720,5720,85,59359,400
"2282",1993-09-17,"weekly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",4704,4704,138,156040,600
"2285",1996-11-21,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",NA,NA,80,76146,800
"2286",1996-12-06,"monthly","Karvina",2,0,NA,NA,NA,NA,NA,"F",2109,1192,53,46193,800
"2287",1996-04-21,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",6275,6275,65,102996,900
"2288",1996-01-01,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",5411,5411,74,104814,900
"2289",1996-03-07,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5309,5309,69,56634,300
"2290",1996-10-22,"monthly","Litomerice",2,0,NA,NA,NA,NA,NA,"F",3965,3965,50,29725,400
"2291",1996-07-27,"monthly","Semily",2,0,NA,NA,NA,NA,NA,"F",3825,3825,57,26572,700
"2292",1995-06-29,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",1626,147,107,33458,1100
"2293",1993-02-13,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",2332,2332,138,56542,700
"2294",1996-09-29,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",4426,4426,56,47448,900
"2295",1996-06-25,"monthly","Hodonin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,78,143128,600
"2296",1997-11-05,"monthly","Rokycany",2,0,NA,NA,NA,NA,NA,"F",3531,3531,29,61364,600
"2297",1995-06-18,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",1452,689,93,32293,200
"2298",1993-07-03,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",4550,4550,133,77584,1000
"2299",1997-01-21,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",NA,NA,50,41113,-224
"2300",1997-01-13,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",NA,NA,9,21100,500
"2301",1995-10-10,"monthly","Domazlice",1,0,NA,NA,NA,NA,NA,"F",6907,6907,79,78436,200
"2302",1993-09-10,"monthly","Karlovy Vary",1,0,NA,NA,NA,NA,NA,"F",1989,1838,130,56103,300
"2303",1996-11-24,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",7892,7892,51,71724,500
"2304",1996-02-19,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",NA,NA,59,113037,500
"2305",1993-12-11,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,116,28575,-23685
"2306",1993-12-08,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",3586,1179,128,64467,400
"2307",1995-07-12,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",3336,123,85,28375,600
"2309",1995-12-03,"monthly","Pisek",2,0,NA,NA,NA,NA,NA,"F",8604,8604,76,57453,600
"2310",1995-07-19,"monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",5259,5259,100,70853,700
"2311",1997-10-19,"monthly","Plzen - sever",1,0,NA,NA,NA,NA,NA,"F",6798,6798,30,68953,1100
"2312",1997-09-26,"monthly","Znojmo",1,1,NA,NA,NA,NA,NA,"F",3392,3392,28,25537,1100
"2313",1993-04-13,"weekly","Plzen - mesto",1,0,NA,NA,NA,NA,NA,"F",5426,1341,169,63690,1000
"2314",1996-09-07,"monthly","Benesov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,56,67024,1100
"2315",1994-02-13,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",1673,1673,113,51874,900
"2316",1997-07-21,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2111,7,42,31781,600
"2317",1997-08-28,"monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,NA,"F",2486,195,29,27851,300
"2318",1993-11-08,"monthly","Opava",1,0,NA,NA,NA,NA,NA,"F",5191,251,126,81181,200
"2319",1996-07-02,"monthly","Jihlava",1,0,NA,NA,NA,NA,NA,"F",9510,9510,69,121284,1100
"2321",1993-05-13,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",1158,1158,178,165426,400
"2322",1995-01-02,"monthly","Decin",1,0,46320,1930,24,"expired","F","T",3359,690,116,148002,900
"2323",1995-05-08,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",6446,6446,90,82007,300
"2324",1997-05-24,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",4151,4151,39,48086,800
"2325",1997-02-26,"monthly","Brno - venkov",1,0,NA,NA,NA,NA,NA,"F",2270,1334,45,55041,1100
"2326",1994-01-24,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",3422,3422,131,144918,200
"2327",1993-06-08,"monthly","Prachatice",1,0,NA,NA,NA,NA,NA,"F",13208,13208,145,58968,600
"2328",1995-06-14,"monthly","Jablonec n. Nisou",2,0,NA,NA,NA,NA,NA,"F",1846,1846,81,70234,1000
"2329",1996-08-07,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",4400,4400,60,41366,500
"2330",1993-01-19,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",1662,601,139,27205,200
"2331",1995-04-29,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",1408,667,85,26325,300
"2332",1996-09-24,"monthly","Vsetin",1,1,NA,NA,NA,NA,NA,"F",3919,3919,64,80635,1100
"2333",1994-10-08,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,139,86542,400
"2334",1996-03-19,"monthly","Svitavy",1,0,48312,2013,24,"current","F","T",10707,2013,93,59867,600
"2335",1996-04-04,"monthly","Karvina",1,1,541200,9020,60,"current","T","T",9020,485,98,51161,-17030
"2336",1993-07-08,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",3058,3058,163,38341,1100
"2337",1997-07-07,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",2963,927,37,78569,400
"2338",1997-08-08,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",1207.8,1207.8,41,141884,300
"2339",1996-09-22,"monthly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",3893,3893,52,25914,500
"2340",1997-06-22,"monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,39,43960,1100
"2341",1995-11-25,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",1583,464,71,21180,200
"2342",1993-02-11,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",2164,2164,137,30875,400
"2343",1994-12-09,"monthly","Frydek - Mistek",1,1,99336,4139,24,"expired","F","T",4723,4139,117,61839,300
"2344",1996-07-02,"monthly","Rakovnik",2,0,NA,NA,NA,NA,NA,"F",2019,1002,61,31337,1100
"2345",1993-10-25,"monthly","Kolin",1,0,199680,3328,60,"current","F","T",3612,3328.2,127,62239,500
"2346",1996-05-08,"monthly","Plzen - jih",1,0,NA,NA,NA,NA,NA,"F",6970,334,49,84352,-2791
"2347",1996-08-30,"monthly","Louny",2,0,NA,NA,NA,NA,NA,"F",3477,3477,54,36243,600
"2348",1996-02-05,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",3349,3057,72,55500,600
"2349",1996-09-11,"monthly","Olomouc",2,0,NA,NA,NA,NA,NA,"F",1992,1992,52,29782,500
"2350",1996-08-04,"monthly","Pisek",1,0,159744,3328,48,"current","F","T",5263,575,71,115356,600
"2351",1997-09-08,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",9173,9173,34,73885,1000
"2352",1995-01-21,"monthly","Karvina",1,0,49440,824,60,"current","F","T",5581,4,98,86463,300
"2353",1995-09-21,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",7732,1968,85,85038,200
"2354",1997-03-17,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",9071,9071,44,69767,700
"2355",1995-01-03,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,97,121150,600
"2356",1996-12-23,"weekly","Chomutov",2,0,NA,NA,NA,NA,NA,"F",NA,NA,52,120896,300
"2357",1993-01-04,"monthly","Prachatice",1,0,NA,NA,NA,NA,NA,"F",3869,3869,145,38943,800
"2358",1995-09-13,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",6114,6114,83,46124,300
